ID	title	owner	planner	meno	max	min	project_tagid	part_num	partors
110165	2022万圣节	8771	13823	吃饭	492	229	5,44	14	6389,13519,5019,10816
110166	2020平安夜	5418	1412	森林公园烧烤	486	116	8,3	11	7612,10023,10050,12410
110167	2020新年	9121	10023	踏青	445	75	46,19	7	12245,9442,6125,6756
110168	2022平安夜	4516	13694	森林公园烧烤	276	192	13,14	2	1867,14005,6507,11649
110169	2018元宵节	11340	10480	踏青	298	230	1,42	15	1280,2825,3975,3918
110170	2018圣诞	8068	8633	爬鼓山	400	102	21,14	6	2555,12235,2100,2243
110171	2019圣诞	11869	13893	森林公园烧烤	397	223	29,26	11	10017,5595,3942,2212
110172	2021元旦	4511	11682	吃饭	431	79	21,41	14	1273,12929,7107,11901
110173	2022国庆	11068	10152	爬鼓山	302	166	13,33	2	7962,9722,9557,14297
110174	2021除夕	5442	10750	吃饭	283	236	42,17	14	11905,11948,1417,5636
110175	2022新年	4929	9224	吃饭	259	70	29,36	12	12763,1987,7756,4582
110176	2021新年	3102	5497	森林公园烧烤	401	208	18,17	6	1509,4023,2754,5784
110177	2019情人节	7684	4600	踏青	411	71	23,20	7	6197,4339,4859,1431
110178	2019万圣节	13679	9613	森林公园烧烤	402	205	42,22	9	9898,11032,6496,9946
110179	2021万圣节	3898	9001	森林公园烧烤	358	169	50,30	4	7045,5808,13444,11218
110180	2018五一	5006	12789	森林公园烧烤	319	141	50,1	6	4898,8620,6516,13249
110181	2019暑假	4794	12087	森林公园烧烤	298	132	14,17	10	4115,3278,5928,4838
110182	2021暑假	12756	2881	森林公园烧烤	350	92	35,17	12	8152,12486,10298,1641
110183	2018万圣节	8957	14266	吃饭	468	97	29,1	12	1785,6424,4542,3264
110184	2018新年	8968	10341	踏青	286	99	43,4	8	11891,13676,9348,7174
110185	2018万圣节	4620	1625	踏青	448	81	4,44	3	8185,11448,14188,6283
110186	2022元旦	4619	6969	吃饭	439	211	14,20	8	7423,8116,11283,6322
110187	2020五一	8031	8862	爬鼓山	485	190	34,49	8	6052,7717,12276,9841
110188	2020新年	8942	4739	踏青	494	169	6,10	6	9345,7976,1691,12998
110189	2022七夕	6532	9809	踏青	357	110	9,39	12	5887,2388,6312,8176
110190	2022元旦	7499	14068	逛三坊七巷	339	143	36,33	3	9342,3999,7693,2188
110191	2018万圣节	2491	8713	吃饭	366	241	47,7	8	10901,1135,7101,7462
110192	2019五一	5350	2607	爬鼓山	339	163	40,7	2	9131,12952,11129,5096
110193	2018暑假	4547	7895	爬鼓山	319	175	3,5	9	3734,1357,11695,4447
110194	2021万圣节	2963	13732	踏青	423	64	49,9	5	13768,3416,10495,10671
110195	2019国庆	4631	12677	吃饭	443	133	36,4	1	2164,10275,2935,2532
110196	2021平安夜	11936	10427	吃饭	471	201	8,28	10	3247,5094,13818,7439
110197	2022元宵节	4814	12929	逛三坊七巷	454	192	39,49	12	2730,7570,2646,4408
110198	2022元宵节	4785	10472	逛三坊七巷	317	116	19,36	1	8803,11562,10948,7656
110199	2021暑假	6101	12061	踏青	321	176	18,36	8	13044,1676,10054,9630
110200	2021元宵节	13904	12957	逛三坊七巷	414	168	22,41	11	2355,10662,8362,1124
110201	2018国庆	10553	1972	逛三坊七巷	363	86	34,46	4	2324,2041,13428,14231
110202	2019暑假	8397	2764	吃饭	418	134	30,30	4	1447,9622,7934,14196
110203	2019暑假	11713	7563	逛三坊七巷	430	109	20,21	6	11413,1281,11424,1344
110204	2021跨年夜	4730	14258	森林公园烧烤	434	161	38,22	13	9613,2763,11361,8593
110205	2021儿童节	8385	12386	逛三坊七巷	394	240	8,41	9	1752,1380,7991,5799
110206	2019圣诞	7132	11522	逛三坊七巷	422	227	31,29	4	12199,7334,2824,4442
110207	2020跨年夜	6812	4012	吃饭	331	200	50,27	5	1339,1903,12064,7552
110208	2022跨年夜	3475	1637	踏青	430	130	41,29	13	12471,4895,5359,12827
110209	2020五一	9341	5179	踏青	412	126	37,19	8	3986,14105,7543,1968
110210	2020平安夜	7027	4291	森林公园烧烤	270	65	28,1	13	12625,10198,7465,7790
110211	2022新年	5787	8200	爬鼓山	490	128	7,34	14	5355,1886,8409,1257
110212	2018圣诞	12899	1293	爬鼓山	466	156	1,31	1	1052,11497,9753,11957
110213	2018新年	1656	9289	逛三坊七巷	302	148	9,31	1	2236,2842,13019,13648
110214	2022元旦	8897	7481	逛三坊七巷	352	163	2,32	1	6505,3060,8509,9250
110215	2022除夕	6831	3617	踏青	476	77	41,19	4	5186,5985,7366,14313
110216	2018端午	12661	5257	吃饭	319	246	29,20	3	13566,7913,1543,3551
110217	2018圣诞	14080	6406	吃饭	456	108	27,17	15	11314,2583,7454,4019
110218	2018七夕	13760	10030	踏青	289	170	47,2	14	3253,10404,11894,9364
110219	2022国庆	5244	10419	森林公园烧烤	459	243	31,9	14	8635,7629,2890,6707
110220	2018万圣节	2464	2070	踏青	342	73	42,24	11	10171,5853,2341,2981
110221	2020除夕	6166	3972	吃饭	291	92	47,39	3	2316,11404,5484,9268
110222	2019儿童节	12494	2964	爬鼓山	427	197	41,19	5	13983,2165,12598,2727
110223	2020圣诞	7432	5561	爬鼓山	439	152	20,43	12	10349,5018,3295,5091
110224	2021万圣节	1930	11919	逛三坊七巷	479	75	29,4	4	5433,3775,6108,11430
110225	2021五一	3397	9677	逛三坊七巷	326	195	26,40	7	13982,7087,13334,8905
110226	2019七夕	10685	1626	爬鼓山	267	182	13,46	5	12345,3546,12919,5181
110227	2019情人节	7360	6660	踏青	374	199	3,21	11	9299,4266,8451,13150
110228	2022除夕	11721	13795	爬鼓山	345	55	16,30	2	6464,13095,6401,6177
110229	2018端午	11937	3019	森林公园烧烤	389	227	7,34	8	3492,3233,5424,11521
110230	2020国庆	12210	8993	踏青	287	64	48,47	11	11544,10657,3433,11123
110231	2022暑假	10217	12796	森林公园烧烤	437	52	32,30	5	8519,14466,6718,3987
110232	2019五一	10569	2508	逛三坊七巷	491	84	9,46	8	10895,5511,3524,13744
110233	2020元旦	9104	13932	踏青	378	52	41,23	13	8592,12632,1315,12959
110234	2018圣诞	14251	1064	吃饭	487	228	10,47	4	3606,7533,6008,1970
110235	2018情人节	4715	9409	踏青	268	140	36,9	1	3975,13674,11154,6911
110236	2019除夕	7057	1876	踏青	432	57	20,44	7	13282,8401,7657,3529
110237	2020暑假	9637	11491	踏青	444	163	45,8	13	6833,2522,6284,13067
110238	2022国庆	10542	5358	森林公园烧烤	360	59	46,35	14	4741,10468,10575,13754
110239	2020情人节	5851	9437	爬鼓山	317	221	19,28	14	7285,5370,6449,8613
110240	2018圣诞	10872	3158	吃饭	369	193	26,41	13	9724,4814,4741,7556
110241	2018元宵节	7653	11236	踏青	276	127	7,27	15	1151,7611,12735,12671
110242	2018元宵节	6716	1278	逛三坊七巷	317	134	32,37	15	7382,7746,11534,10497
110243	2019儿童节	2362	7627	森林公园烧烤	429	123	33,20	11	1743,9944,9917,10789
110244	2019国庆	12103	14500	爬鼓山	277	135	14,29	2	8978,8348,6269,6526
110245	2020情人节	10120	9290	森林公园烧烤	442	61	22,40	4	7895,9211,8490,12679
110246	2022跨年夜	13957	3525	爬鼓山	442	77	35,43	7	7499,2777,4173,1470
110247	2022元宵节	11015	9626	爬鼓山	372	149	4,42	7	3978,4591,12236,6145
110248	2020情人节	10331	5367	森林公园烧烤	495	154	41,1	6	12965,7927,11022,13220
110249	2021圣诞	6591	13867	爬鼓山	461	131	42,30	13	13528,9528,11061,14066
110250	2022七夕	5937	11155	逛三坊七巷	402	196	10,12	15	13449,5056,2080,3256
110251	2018跨年夜	8156	13443	森林公园烧烤	333	81	29,23	10	8530,4188,9116,3431
110252	2019跨年夜	5242	11600	吃饭	481	56	36,11	1	9836,3478,5427,1492
110253	2020圣诞	13170	1684	吃饭	357	75	35,5	4	10685,2868,7831,3035
110254	2021除夕	8193	13353	森林公园烧烤	378	204	7,5	12	7043,5062,4179,5417
110255	2020国庆	13651	3681	森林公园烧烤	349	231	8,46	10	3974,3783,2385,4495
110256	2021情人节	14266	3076	逛三坊七巷	318	144	22,33	6	7454,4153,8879,10889
110257	2020元旦	12388	6531	逛三坊七巷	291	178	40,22	10	3967,4168,2918,4883
110258	2022元旦	6454	3579	踏青	383	77	27,46	3	12300,4303,4840,13199
110259	2018五一	13260	8167	踏青	408	210	16,17	1	7581,7891,11847,11438
110260	2021元宵节	12911	8194	森林公园烧烤	450	217	32,46	10	8109,5572,11423,8272
110261	2021跨年夜	6564	6086	逛三坊七巷	347	194	26,27	13	1222,7830,11135,11911
110262	2022跨年夜	1506	9457	踏青	458	73	3,36	10	10742,12470,3426,7564
110263	2021国庆	6550	6080	森林公园烧烤	496	53	27,18	7	3769,12437,1086,2739
110264	2022儿童节	1432	7465	爬鼓山	438	223	13,14	9	8221,5226,2066,6123
110265	2021平安夜	6082	8559	爬鼓山	373	247	17,19	7	1892,11299,14123,5479
110266	2018端午	6131	5966	踏青	477	117	39,43	13	9287,1830,11221,8924
110267	2018元宵节	10208	6886	森林公园烧烤	315	196	6,8	5	9775,5221,8041,4625
110268	2018平安夜	8395	11925	吃饭	436	199	49,27	15	11955,13244,10034,9144
110269	2018国庆	2680	7859	踏青	418	224	47,14	7	5651,11338,11922,5546
110270	2021情人节	11978	8387	踏青	367	210	25,16	11	5606,8079,2328,3099
110271	2022跨年夜	9464	7351	吃饭	459	117	5,19	10	8206,6185,11208,13760
110272	2019元宵节	10968	4250	逛三坊七巷	363	82	45,30	1	4735,10031,5104,1030
110273	2018国庆	11622	6379	逛三坊七巷	455	239	8,38	2	11029,8536,2718,2680
110274	2018端午	14318	11474	吃饭	464	123	9,10	13	1459,3077,1283,3700
110275	2019儿童节	10749	8730	逛三坊七巷	364	82	33,36	9	2750,11708,2009,6077
110276	2021五一	1857	8316	踏青	388	110	23,21	13	10099,1675,13139,13597
110277	2021端午	9805	8621	吃饭	448	104	12,13	7	1400,6693,12533,13302
110278	2020情人节	10043	1181	森林公园烧烤	474	59	34,47	10	14004,3203,5024,5638
110279	2018情人节	9759	7014	森林公园烧烤	476	146	39,18	9	12647,3358,8499,7313
110280	2022国庆	14001	9627	爬鼓山	420	138	22,6	15	3031,4518,12602,6635
110281	2020平安夜	11818	8221	逛三坊七巷	273	249	38,46	12	10925,3513,5656,1857
110282	2018七夕	11456	8834	踏青	384	62	12,23	11	2494,1247,9114,11221
110283	2021平安夜	9746	13189	森林公园烧烤	461	219	40,44	5	11911,9860,10595,1576
110284	2022元宵节	9117	4163	吃饭	367	243	41,41	6	7630,13682,5990,12143
110285	2019元旦	8194	9578	吃饭	401	133	20,10	10	1050,7393,2195,13769
110286	2020五一	7812	11071	吃饭	378	143	49,6	6	8224,7262,11185,12949
110287	2021端午	6985	8813	踏青	288	177	12,25	12	6932,14170,6343,11351
110288	2020新年	7980	4651	森林公园烧烤	267	185	7,15	8	7263,9261,2970,11636
110289	2019国庆	14013	9655	逛三坊七巷	299	120	27,10	13	4680,6937,7661,12836
110290	2019情人节	8494	3446	爬鼓山	500	205	24,4	15	7908,3106,3642,11230
110291	2021跨年夜	5245	12996	森林公园烧烤	364	164	45,13	9	7177,1267,8517,12816
110292	2019平安夜	1643	10545	森林公园烧烤	269	173	21,6	1	13671,7270,4193,6693
110293	2020元旦	4386	8089	踏青	405	192	25,34	10	2682,7331,3061,8292
110294	2021跨年夜	11834	14375	森林公园烧烤	314	177	9,35	11	5830,1817,3290,7337
110295	2021端午	9744	7991	踏青	480	139	50,37	3	9369,4111,11969,13576
110296	2020暑假	11114	13792	吃饭	494	212	50,4	9	12623,5693,7990,14187
110297	2019圣诞	3477	14045	森林公园烧烤	292	114	23,46	5	5361,8982,8093,14068
110298	2021圣诞	1848	4714	踏青	489	74	26,6	8	2992,12851,8753,5603
110299	2019七夕	8585	4148	爬鼓山	343	115	36,31	4	6204,4375,10194,9126
110300	2020万圣节	5550	5876	森林公园烧烤	483	142	23,44	14	3694,9081,12048,14164
110301	2020五一	2100	7707	爬鼓山	499	147	33,7	3	12355,1770,5428,9251
110302	2020五一	11849	12142	踏青	469	122	6,2	5	1733,6414,9681,10883
110303	2022平安夜	9313	12941	逛三坊七巷	488	239	37,14	7	7262,7031,12361,6380
110304	2021元宵节	11784	3429	踏青	491	230	41,32	8	13127,8117,14297,9499
110305	2018平安夜	9818	11493	吃饭	335	70	41,17	15	5622,11696,9749,10213
110306	2020跨年夜	3412	6472	逛三坊七巷	375	126	48,45	7	4018,8646,6967,5073
110307	2018端午	10530	10795	吃饭	492	216	27,28	4	3427,11900,7269,5469
110308	2018端午	7198	8500	逛三坊七巷	319	113	17,50	5	7528,1821,7268,1894
110309	2021万圣节	5460	13985	森林公园烧烤	389	146	29,30	9	11441,10117,3806,13071
110310	2020端午	7389	11478	森林公园烧烤	352	143	2,24	7	2268,13100,10617,11158
110311	2022国庆	11566	12232	森林公园烧烤	324	223	50,21	3	5564,5313,13404,6719
110312	2020七夕	8225	8992	踏青	455	135	15,31	8	10152,11281,13434,6412
110313	2019跨年夜	2522	11623	逛三坊七巷	378	167	42,47	4	3711,8748,8264,10921
110314	2021暑假	3282	4886	逛三坊七巷	424	65	2,27	3	3181,14487,4877,7986
110315	2020端午	2584	13268	逛三坊七巷	268	201	3,30	3	4529,2761,2955,10185
110316	2020除夕	3709	3540	爬鼓山	328	97	25,2	9	8284,13766,6356,14020
110317	2019除夕	9341	2017	踏青	285	101	2,38	10	1377,13961,5875,11183
110318	2021暑假	6557	6079	爬鼓山	333	108	47,29	14	6518,1429,12523,11030
110319	2020万圣节	2552	6335	吃饭	259	222	43,19	13	11423,5110,6277,8604
110320	2020五一	13896	11160	爬鼓山	431	160	24,26	7	3277,6130,5287,13531
110321	2019端午	7939	11001	爬鼓山	365	166	25,2	12	3214,6710,5900,8629
110322	2018新年	6451	4965	森林公园烧烤	296	207	12,6	2	10068,2538,7615,2415
110323	2021情人节	6641	3146	森林公园烧烤	396	54	43,7	12	12574,3790,9510,13076
110324	2019除夕	5224	13172	森林公园烧烤	387	104	14,8	8	9249,8928,11592,13874
110325	2018元宵节	3347	8211	森林公园烧烤	403	186	18,35	7	5167,12912,1433,5358
110326	2019端午	1833	12176	踏青	308	143	38,46	5	14107,8616,6491,6855
110327	2022国庆	12332	2930	踏青	456	186	19,42	6	5646,10929,3462,3976
110328	2019除夕	4211	13349	逛三坊七巷	441	225	49,40	14	5318,3586,14207,6747
110329	2022儿童节	4370	4188	吃饭	425	181	23,5	12	3704,12632,14276,12172
110330	2020新年	11876	13094	森林公园烧烤	340	115	46,1	5	5858,9501,12656,12252
110331	2021万圣节	7896	10304	森林公园烧烤	484	90	33,31	12	7762,3456,5508,6443
110332	2018万圣节	9415	3266	逛三坊七巷	341	234	7,15	1	9593,2143,8217,6609
110333	2021七夕	2143	5317	吃饭	350	184	50,21	15	7100,13519,7090,2435
110334	2018五一	1499	10334	爬鼓山	473	59	27,41	8	1455,1833,5466,11190
110335	2021跨年夜	12246	13617	吃饭	420	168	24,29	8	2799,11996,3042,5113
110336	2019情人节	2009	4034	吃饭	406	232	37,21	8	1931,12059,1485,1769
110337	2021情人节	9742	11155	森林公园烧烤	271	240	20,22	6	12469,11169,3295,11971
110338	2021跨年夜	8144	13625	爬鼓山	384	101	38,40	12	1158,8404,13523,6417
110339	2021儿童节	10364	12751	逛三坊七巷	378	189	2,47	8	7765,6245,4676,7989
110340	2022元宵节	14316	10538	逛三坊七巷	418	170	19,5	11	10513,2112,13657,10528
110341	2021平安夜	14302	11896	爬鼓山	490	193	13,20	7	9741,1685,10957,1691
110342	2021新年	11950	8931	森林公园烧烤	442	181	1,9	13	7089,7144,8396,4898
110343	2019暑假	3302	8107	森林公园烧烤	499	131	11,26	13	6493,14167,7440,14173
110344	2019元旦	10066	7553	踏青	477	165	41,36	13	12377,8505,12219,6390
110345	2018万圣节	4047	2646	踏青	342	126	40,13	12	9061,8475,9628,7944
110346	2021除夕	3044	5632	踏青	352	102	20,47	12	7883,13316,12316,10346
110347	2022新年	5825	8344	吃饭	263	155	31,47	12	14138,4726,7923,12720
110348	2022平安夜	13284	13057	踏青	307	247	39,8	8	6598,11284,8218,2363
110349	2021五一	3340	2734	吃饭	468	193	29,32	7	14225,6977,1471,10370
110350	2019新年	8320	5585	逛三坊七巷	357	206	26,17	7	1933,1921,9594,1716
110351	2018情人节	14052	6807	森林公园烧烤	438	126	23,41	5	4564,9818,5154,10169
110352	2018暑假	5418	3781	森林公园烧烤	329	210	23,36	1	5054,5149,9529,5948
110353	2021新年	4240	3337	吃饭	347	240	43,25	4	11666,5648,12477,2896
110354	2019元旦	7059	5777	踏青	482	162	28,47	15	13458,3816,12057,14002
110355	2018暑假	2055	2019	吃饭	438	104	31,7	13	10134,6918,2373,13406
110356	2022元旦	1031	10326	爬鼓山	492	60	49,19	1	3508,12865,1356,7690
110357	2021除夕	13360	1659	踏青	370	115	34,49	9	7119,1172,10370,11415
110358	2020元宵节	10729	12054	爬鼓山	312	206	17,17	7	9286,6587,6119,7094
110359	2021七夕	11280	11247	爬鼓山	379	133	50,28	14	5027,1156,6942,12833
110360	2021元宵节	12419	4294	逛三坊七巷	292	148	37,25	12	9429,1479,12308,9450
110361	2022除夕	4382	13479	逛三坊七巷	464	196	31,49	9	11833,11704,14116,5888
110362	2022新年	9143	2650	踏青	335	142	30,42	2	2365,8894,4584,12290
110363	2022跨年夜	6178	8025	吃饭	318	228	40,32	7	4477,9225,11971,14359
110364	2020元旦	10167	1898	爬鼓山	486	167	13,48	12	5078,1877,13098,2162
110365	2020平安夜	13664	3083	逛三坊七巷	293	83	28,30	7	7534,10600,8531,12713
110366	2021平安夜	9279	1827	踏青	413	166	9,48	13	8772,11584,6863,3898
110367	2020国庆	5998	13199	爬鼓山	468	187	23,50	11	10758,11134,3079,10062
110368	2018元宵节	5317	1192	踏青	419	60	12,42	6	12696,11920,13433,5861
110369	2022平安夜	11698	5010	森林公园烧烤	489	86	1,2	9	3116,9759,9978,9330
110370	2020七夕	3842	5312	踏青	471	193	17,22	8	5448,11233,2512,6989
110371	2018国庆	3914	10857	逛三坊七巷	339	83	21,40	7	3918,5838,7149,6498
110372	2018新年	6280	1059	踏青	500	100	23,6	1	10771,8970,6773,11159
110373	2022国庆	14245	2404	吃饭	343	102	32,21	8	9809,5822,3554,5460
110374	2022跨年夜	12650	11859	爬鼓山	437	241	18,45	13	4317,10243,5972,6211
110375	2020端午	3461	3236	爬鼓山	495	178	36,40	13	13980,2690,12633,11478
110376	2018儿童节	8726	1228	爬鼓山	490	80	21,20	14	4196,4474,12561,9839
110377	2019新年	10219	5950	逛三坊七巷	374	202	13,36	8	14368,5803,1093,4905
110378	2020新年	14080	10170	逛三坊七巷	483	236	8,49	7	1412,4101,6596,13948
110379	2022圣诞	12601	9783	爬鼓山	490	165	38,23	8	11485,6479,6810,8452
110380	2021元宵节	8704	2455	爬鼓山	297	188	4,26	12	2960,6951,1446,6081
110381	2022端午	5913	7525	逛三坊七巷	473	115	19,49	14	5370,12252,5369,7401
110382	2018情人节	5512	8838	踏青	308	101	41,45	10	4997,8027,13006,4984
110383	2019国庆	4869	1073	森林公园烧烤	422	171	39,7	12	6925,6576,10815,13247
110384	2020新年	3048	5420	爬鼓山	488	136	2,33	8	4598,4196,3449,11922
110385	2022情人节	10102	1139	吃饭	308	140	21,14	8	7439,10436,3603,9752
110386	2019国庆	14100	7082	踏青	362	109	49,20	15	6828,14441,8467,4103
110387	2019暑假	14222	10633	吃饭	329	64	11,19	9	13169,1869,10513,1322
110388	2021跨年夜	8737	13813	踏青	405	54	15,48	5	10205,14092,13847,10858
110389	2019国庆	12181	13124	吃饭	391	51	30,9	5	12992,1185,6985,5671
110390	2019暑假	4384	11242	爬鼓山	448	248	4,11	10	12073,5434,2735,12763
110391	2018情人节	3788	5223	踏青	454	223	5,19	4	14464,11894,5577,1828
110392	2018跨年夜	13302	12395	爬鼓山	465	183	31,42	7	8393,1796,9762,10411
110393	2021圣诞	5696	7565	踏青	452	69	47,17	15	8091,12935,13372,1328
110394	2018元宵节	12081	11160	踏青	320	131	11,24	2	1675,8270,2910,5944
110395	2021圣诞	11329	4251	逛三坊七巷	354	73	23,9	13	8119,10604,12752,7939
110396	2019跨年夜	1384	3281	吃饭	495	56	7,3	12	5667,10883,13026,7113
110397	2020跨年夜	8868	6269	踏青	277	234	46,32	6	2912,8510,14002,13468
110398	2018平安夜	8656	10616	森林公园烧烤	321	189	16,9	3	6478,9202,4485,1635
110399	2019端午	1889	13829	踏青	500	124	34,6	8	1256,11259,1298,5895
110400	2022除夕	6718	3794	森林公园烧烤	444	205	37,8	12	13689,11825,1371,1638
110401	2021暑假	8495	12902	逛三坊七巷	394	202	22,2	12	13963,2644,13057,2953
110402	2018七夕	7528	13761	吃饭	279	161	2,48	8	12578,9713,1939,1806
110403	2018平安夜	1070	5377	逛三坊七巷	490	130	36,47	1	3121,3750,10330,14232
110404	2022国庆	8965	3635	爬鼓山	477	178	14,9	6	4617,11264,6459,7533
110405	2022新年	10310	2048	踏青	373	214	33,1	10	5705,2388,2186,9944
110406	2021暑假	10023	9106	踏青	369	173	15,18	2	6390,4206,4595,7989
110407	2020暑假	11610	8729	吃饭	448	208	27,18	3	9444,2749,12329,2546
110408	2019除夕	9437	3817	踏青	343	138	8,31	8	2914,6554,13399,9505
110409	2018元旦	3355	10115	吃饭	422	160	19,27	6	8443,5542,5715,9618
110410	2018元宵节	11767	10220	逛三坊七巷	329	124	34,24	10	12631,13569,11606,8312
110411	2019五一	4062	7755	吃饭	457	80	45,2	15	7437,6359,11307,13364
110412	2018除夕	6581	8294	逛三坊七巷	455	136	47,45	10	6561,7258,5286,7059
110413	2021除夕	6481	3334	爬鼓山	466	233	21,50	13	9215,3615,12203,1869
110414	2018国庆	2801	4549	逛三坊七巷	290	133	48,18	8	8867,1477,9894,9882
110415	2021圣诞	13695	13374	森林公园烧烤	317	237	43,46	8	7000,13577,12557,8328
110416	2020情人节	6346	14141	森林公园烧烤	314	88	38,22	4	1594,7176,11269,3038
110417	2022元旦	8194	5865	森林公园烧烤	372	230	20,15	12	11814,12449,11244,13697
110418	2021平安夜	6361	5954	吃饭	291	199	35,36	14	12137,3103,10582,4306
110419	2019儿童节	6167	9250	逛三坊七巷	402	57	1,49	10	1602,5893,10372,11200
110420	2020元宵节	1175	9763	逛三坊七巷	433	57	14,32	14	10774,13844,13487,1949
110421	2021圣诞	5127	5913	吃饭	317	128	44,38	10	6172,13427,4868,9293
110422	2022情人节	3247	13858	吃饭	369	130	25,46	9	3120,11847,3780,4087
110423	2021圣诞	9970	6013	踏青	292	171	36,49	10	1040,4441,5261,2118
110424	2020元旦	3076	8814	爬鼓山	257	50	1,3	13	1774,2776,6035,8829
110425	2018跨年夜	5428	13296	吃饭	341	175	48,31	2	11469,13679,9377,1706
110426	2018平安夜	13632	7714	爬鼓山	282	203	49,28	7	6927,1952,9566,5725
110427	2019除夕	1702	14325	森林公园烧烤	292	174	34,34	3	13797,1674,12546,12306
110428	2021元宵节	10242	9169	森林公园烧烤	496	199	17,29	15	10624,4111,1200,13129
110429	2018五一	1283	2198	爬鼓山	444	96	38,4	5	2235,3816,2058,8802
110430	2018跨年夜	5847	2866	爬鼓山	359	217	46,10	2	14097,9991,7810,11602
110431	2021端午	6835	10590	逛三坊七巷	333	168	30,21	7	11686,9331,14335,1939
110432	2018新年	6357	5564	踏青	314	53	29,26	8	4353,14169,14158,13082
110433	2022元旦	10174	10275	森林公园烧烤	314	163	33,12	13	11288,1552,11259,11021
110434	2021平安夜	12647	9848	爬鼓山	303	95	18,30	4	11521,11425,12467,12989
110435	2019儿童节	6835	9871	爬鼓山	467	63	9,41	8	11214,2047,1195,13382
110436	2019五一	7917	11425	爬鼓山	358	209	26,29	13	13689,13121,3526,13322
110437	2018儿童节	2722	4839	吃饭	328	182	10,49	12	1949,2859,13401,2731
110438	2022情人节	11881	9965	吃饭	277	223	40,44	4	9518,6782,9702,8751
110439	2020元旦	1943	3575	逛三坊七巷	250	104	24,45	11	6249,11532,8344,7461
110440	2019七夕	11612	10520	逛三坊七巷	435	138	39,43	7	7387,12284,6996,12839
110441	2022跨年夜	10862	3488	踏青	477	58	10,20	7	1803,7559,10312,12056
110442	2019国庆	7523	2713	逛三坊七巷	258	121	43,47	6	4174,3204,11479,10136
110443	2020儿童节	1542	7614	踏青	473	121	47,23	8	1829,10098,7557,13652
110444	2018国庆	10015	1203	森林公园烧烤	480	250	2,37	1	4515,7122,9291,13160
110445	2020元宵节	3493	7013	爬鼓山	386	239	5,11	14	5309,11121,8301,10427
110446	2020除夕	13142	8674	爬鼓山	329	141	39,1	1	7972,11164,12946,7373
110447	2019端午	11128	6830	逛三坊七巷	490	193	13,45	10	13728,3680,2234,13059
110448	2019元宵节	14461	3754	森林公园烧烤	460	60	3,19	5	3787,3310,1668,10084
110449	2022元旦	6280	10659	吃饭	490	182	43,5	12	10449,9009,12239,5293
110450	2020平安夜	9225	4077	吃饭	423	185	46,28	4	1029,3904,10843,9086
110451	2022暑假	13595	7021	森林公园烧烤	353	218	45,9	3	1493,5817,12226,1249
110452	2019五一	3614	13599	吃饭	309	212	41,16	14	6969,6553,5833,14060
110453	2020元旦	8953	7766	吃饭	371	150	28,32	13	12056,9618,5622,12823
110454	2019元旦	3784	7958	踏青	473	249	21,21	13	2995,8336,4222,14409
110455	2019情人节	12549	10470	爬鼓山	431	70	39,2	10	9909,10086,11648,10812
110456	2018端午	3676	11841	吃饭	462	145	43,40	6	11552,10035,8722,13470
110457	2019端午	7152	13849	森林公园烧烤	265	157	10,29	6	4340,7724,2334,4618
110458	2021除夕	6115	5848	逛三坊七巷	417	164	26,41	7	1875,11626,11766,9123
110459	2022跨年夜	6773	12836	爬鼓山	477	119	22,6	4	11160,10857,10332,7600
110460	2019新年	9049	3147	森林公园烧烤	438	96	8,32	11	6913,2128,1203,3196
110461	2018情人节	1383	6579	踏青	418	70	40,34	3	12121,5047,7457,9279
110462	2022端午	9547	8582	森林公园烧烤	426	179	43,41	15	4828,1765,3983,3415
110463	2020跨年夜	5940	10874	吃饭	328	200	42,11	10	3935,9558,8962,10015
110464	2019儿童节	10892	11844	踏青	391	184	22,17	2	1581,6034,10610,11685
110465	2022元旦	10006	3734	逛三坊七巷	356	171	3,36	6	13607,12407,14445,7613
110466	2018五一	5322	3562	森林公园烧烤	409	59	5,15	9	3096,5072,3536,14400
110467	2022七夕	4457	3410	吃饭	293	50	22,38	6	11286,6724,13829,3000
110468	2020端午	8376	13888	踏青	322	229	5,13	5	5491,7311,5417,5504
110469	2021跨年夜	7571	4022	踏青	387	90	27,49	11	10293,6223,8113,1986
110470	2021国庆	7392	6933	逛三坊七巷	381	174	23,27	11	6836,13114,12032,2623
110471	2019万圣节	4719	1100	逛三坊七巷	339	86	28,7	4	9621,1207,7705,3231
110472	2018圣诞	7217	13379	森林公园烧烤	395	229	1,21	14	4013,6713,4871,6782
110473	2018圣诞	2044	6443	森林公园烧烤	484	167	30,25	5	7879,10215,12046,1404
110474	2019情人节	11038	6507	爬鼓山	341	217	41,40	2	14191,13139,3506,3419
110475	2020除夕	11723	13599	吃饭	314	137	9,44	10	11122,9902,3583,11553
110476	2020新年	10358	3388	爬鼓山	285	99	1,20	12	1407,12578,8599,3668
110477	2020万圣节	8185	4922	踏青	286	240	14,7	4	14250,10758,7473,3590
110478	2018万圣节	6968	11896	爬鼓山	367	143	22,44	11	9600,1939,7425,8570
110479	2018平安夜	13570	6561	踏青	367	113	48,12	5	1587,1172,11092,3843
110480	2022万圣节	8247	13396	吃饭	310	228	18,9	4	6862,3818,11618,5104
110481	2022暑假	13033	10248	逛三坊七巷	485	110	34,27	4	9203,2993,4865,12388
