ID	city	name	address	avg_score	price	type
17038	19	Bl8QI	jFuXk	1.9	451	2
17039	11	AuUEi	QOW28	1.9	167	3
17040	18	G86c0	x1cnL	4.6	44	3
17041	9	s2ERv	AnpRY	4.6	232	2
17042	8	s5JFi	3utK6	3.8	36	1
17043	14	Pg9b5	6VrP9	3.8	287	1
17044	19	YGC9s	bqyrW	1.9	304	2
17045	14	JexK3	4bXVM	1.9	35	1
17046	5	ZvvwI	kOZDk	3.4	313	1
17047	2	TT4sa	eLz5Y	3.4	64	3
17048	8	guRMB	l4dM3	4.4	34	2
17049	7	IaNni	gKju6	4.4	348	2
17050	11	aWpaK	6gxz0	4	79	3
17051	17	86IjU	UAoXK	4	358	3
17052	10	lGvKY	f4zDJ	2.8	249	3
17053	1	LjJzP	L6bUf	2.8	120	3
17054	9	QPun0	uHwFM	4.8	57	1
17055	15	91wN3	LNeXL	4.8	481	3
17056	5	rcko7	Obleo	3.2	232	3
17057	13	U6WFF	GPTtu	3.2	39	1
17058	2	THwVY	RM38J	3.9	397	3
17059	16	pF18V	ySYFR	3.9	328	1
17060	7	oah9H	vSTLW	2.7	333	1
17061	7	ItvCv	VX9vU	2.7	195	3
17062	13	Vni2B	tEGSy	4.4	93	2
17063	13	Qr11a	1FjWb	4.4	399	3
17064	6	zTOf5	3607U	4.7	469	1
17065	19	ePdgP	aHTQH	4.7	367	2
17066	12	SOUsl	mwqxm	4.7	115	1
17067	17	VhyAd	YEE6J	4.7	416	2
17068	12	b3Lad	2CU38	3.9	248	1
17069	18	rFajC	e9XKZ	3.9	117	2
17070	18	aMig5	0XvNu	4.4	216	3
17071	1	UuEGu	ACbH7	4.4	441	3
17072	14	q3UeD	BHdyj	2.9	232	3
17073	19	37vF1	noJLf	2.9	228	2
17074	17	lhIhf	NY2wh	1.5	395	2
17075	19	4q6uB	Wv5cQ	1.5	206	3
17076	16	EHiyL	4HGo8	4.9	144	1
17077	5	5Dq9A	sjFZM	4.9	180	3
17078	10	GNmKV	JsxdJ	1.5	182	3
17079	20	dL5Hd	uaieP	1.5	305	1
17080	6	9VEfR	7YjQV	4.2	464	1
17081	12	Prvi0	ZY74W	4.2	233	2
17082	12	yOkeJ	rGmr3	1.9	56	3
17083	2	9Zq9W	vVt7P	1.9	267	2
17084	18	VCt3X	6C2w9	1.6	199	3
17085	19	mvYQw	5ByTB	1.6	284	1
17086	8	by29L	ML03b	4.5	183	1
17087	11	8a9Ka	ynfMe	4.5	276	2
17088	17	ECwti	hjz3X	4.2	79	3
17089	2	8GFtu	6dFsD	4.2	64	2
17090	16	f9Wpj	IajJx	1.8	474	2
17091	19	ogfEZ	B6nwe	1.8	139	3
17092	1	wmmsq	CQypL	2	267	3
17093	19	DE8fn	s85pN	2	309	1
17094	4	UnroE	mBgeZ	1.2	399	3
17095	10	SJk0o	TT4Jf	1.2	28	1
17096	19	sMNIX	N4vgN	4.8	378	3
17097	19	MHvAm	u0yv0	4.8	407	1
17098	14	VO716	y3W9t	2	114	1
17099	6	gJTEz	iG8iW	2	94	3
17100	18	pBM8t	TWnqM	1.6	488	2
17101	14	oI6Pu	uIPjl	1.6	100	3
17102	9	P1lmZ	XLV7j	4.7	460	3
17103	10	Kcl7m	uGheO	4.7	14	2
17104	12	yRcuO	sv3SD	3.1	325	1
17105	17	49E2r	4Ca0D	3.1	323	2
17106	16	9ycjV	nhUIL	1.6	227	3
17107	14	WKoU6	voDt5	1.6	151	3
17108	16	wnGDk	99giI	4.8	10	3
17109	20	3Rh5g	SgppM	4.8	159	1
17110	15	f9zoI	fk26b	4.9	80	1
17111	13	C54Ag	4U0wU	4.9	317	1
17112	8	WmsXb	TEFlv	1.8	238	2
17113	16	4iFST	raq0k	1.8	73	1
17114	8	G2nkG	zQwLe	2.1	418	3
17115	9	72YUw	nJLJH	2.1	255	2
17116	9	4KRLE	C1tci	3.1	100	2
17117	7	hqhuq	wg120	3.1	345	2
17118	7	doPjG	e7PiT	3.6	303	1
17119	20	DOXMv	QAlRs	3.6	428	3
17120	11	XNe32	NTEpq	3.2	16	3
17121	20	fJtmE	xIGlr	3.2	146	2
17122	17	BagJk	IvFcP	2.1	178	2
17123	8	MbWLd	MU8mo	2.1	173	1
17124	16	prXPj	7pDIG	1.4	71	3
17125	8	2u39b	j6sgY	1.4	42	2
17126	5	X8Rdd	ekH7E	4.8	206	3
17127	20	dULc0	ijb1Z	4.8	410	3
17128	12	N9VOL	ykewQ	2.3	69	3
17129	15	F5Zv3	7ddRL	2.3	175	3
17130	12	U90vH	XNXHe	3.8	406	2
17131	11	dtDjU	bP2UV	3.8	307	1
17132	19	VenJt	8HrvU	5	231	1
17133	1	gYkmR	FaimL	5	79	1
17134	11	ycuqW	Z0582	1.8	27	2
17135	18	YYQcC	Utdf8	1.8	396	2
17136	10	DBvD6	GRR7b	3.9	38	3
17137	15	fWgQH	UAYbv	3.9	36	1
17138	13	nJa6h	ykjZt	4.6	380	3
17139	19	PiIOJ	dtj0O	4.6	394	1
17140	13	Es6Ff	xC9al	2.7	152	3
17141	6	zeLuA	jCA9V	2.7	26	1
17142	16	ZubPq	2qXNa	4.9	407	1
17143	10	U5DIK	vc182	4.9	425	1
17144	5	y5WJh	Ar3kk	4.8	403	1
17145	1	M18cv	hNMoi	4.8	53	2
17146	3	ms8eS	YFw07	3.8	99	2
17147	11	c3W4E	7DJRQ	3.8	215	2
17148	20	Wpvb3	1aSAO	3.3	125	3
17149	13	2rCt6	kmL4j	3.3	436	1
17150	8	chu37	fsfc3	1.1	195	3
17151	5	wtgJv	mqyfN	1.1	151	2
17152	12	NsFCG	nEPvF	3.5	359	1
17153	4	y564w	Njhzt	3.5	457	2
17154	6	cc8ii	AuW5X	1.9	314	1
17155	2	xQ0Aa	lEBRz	1.9	325	1
17156	14	OFFVH	xVL6M	4.1	64	1
17157	14	fdJZ2	jakCw	4.1	268	3
17158	4	6qzJq	rBHIo	1.8	142	2
17159	5	PkvVY	ric5L	1.8	153	1
17160	6	3vPKg	EeqrK	1.6	180	3
17161	18	R5Gn2	xH5fK	1.6	109	1
17162	12	6vJXd	tM3qi	1.9	362	3
17163	18	5rCwF	HqYMQ	1.9	209	3
17164	6	neAxi	jV24v	2.3	56	2
17165	20	xjDKb	k9rjx	2.3	57	1
17166	17	6lFLM	SA0uZ	4.9	190	3
17167	10	FQjjt	Hr9kz	4.9	44	2
17168	1	FfAg1	4l9wN	3.7	254	3
17169	11	OrI3V	tfkvR	3.7	481	1
17170	18	f12m4	P3M82	4.9	447	2
17171	17	Tnw7A	FWSMr	4.9	416	3
17172	7	IlV4t	ua5dH	4.1	495	2
17173	9	PfsGn	gzFFK	4.1	212	1
17174	8	rDn67	8nTtM	4.5	18	2
17175	6	2orEE	npfEM	4.5	416	2
17176	4	Gcd32	AOwEX	1.3	293	3
17177	2	dVvqG	dk4ZA	1.3	50	3
17178	14	5F1bV	bdLaH	4.3	447	2
17179	8	HNPJh	r36zd	4.3	472	3
17180	18	WTHni	AmHGd	1.6	108	1
17181	13	Fxt4J	M0vqo	1.6	209	3
17182	9	ODYXd	kV2Qb	1.9	321	1
17183	1	UGWmh	qITp9	1.9	16	2
17184	5	eMjeF	D4Nex	2.1	471	3
17185	8	rWe1x	owfgx	2.1	234	1
17186	4	kgVov	9lnIV	2.2	419	2
17187	10	zEMcH	pQKaG	2.2	389	1
17188	9	Guobh	r2Eg2	3.8	195	2
17189	6	OCGoL	tS4YO	3.8	152	1
17190	15	tlOyB	rGun2	4.4	316	3
17191	10	YIk6M	L7t0T	4.4	201	1
17192	13	XoPOL	CPeFd	3.3	289	3
17193	19	D2seg	zYHTa	3.3	61	1
17194	2	IeEE3	psFsT	1.5	357	3
17195	1	OMXqQ	9YLx7	1.5	349	3
17196	17	B40Bf	Et2IV	1.9	121	1
17197	7	krAm3	ThnQ0	1.9	468	2
17198	19	0yJs2	oF7Ze	4.9	404	1
17199	17	tCffD	bTi7K	4.9	416	2
17200	18	4kqW7	GUWP5	2	296	3
17201	4	Exj3r	v6Zh2	2	258	1
17202	11	lyTJy	xYnuq	4.6	45	2
17203	17	9l2nE	QAoJI	4.6	12	2
17204	6	SSWSQ	rl6jV	1.4	131	2
17205	16	aGovK	H1anu	1.4	376	1
17206	15	oTZ0e	Yriik	4.1	387	3
17207	5	Q5obs	RpZeg	4.1	175	3
17208	16	Z4jP4	RHGjq	1.3	450	2
17209	3	XoBZj	iG2BF	1.3	399	3
17210	15	aLLWI	aWs8D	3.7	317	1
17211	15	ALGnl	P5sA7	3.7	194	1
17212	3	jd2zO	Qn7Do	3.4	317	1
17213	10	pl3qf	39hTa	3.4	413	2
17214	1	9JVVp	SYBO3	3.7	422	1
17215	10	YHh0Z	Rk36V	3.7	469	1
17216	20	NT1l6	wRYaG	3.1	262	1
17217	17	dNIfN	adaX6	3.1	372	1
17218	4	K0UvT	QEaBx	2.7	349	3
17219	19	ZikzX	7eqnq	2.7	228	3
17220	9	NeUGm	2vJXa	3.9	147	1
17221	1	iX5gH	iNJdl	3.9	284	2
17222	6	b1kze	bBdJt	4.5	459	3
17223	12	BJyda	DEpqJ	4.5	348	1
17224	6	v6UMD	8audp	4	481	1
17225	11	ZDkRH	9opNb	4	400	3
17226	6	po9i9	xWCGR	2.5	418	1
17227	3	a2O8Z	cMUMq	2.5	394	1
17228	12	ulCIG	V8UuX	2.7	301	3
17229	18	ZdTcs	mC6oM	2.7	19	2
17230	20	q7if3	nbHje	3.8	206	2
17231	16	NjdR6	GCCgj	3.8	26	2
17232	10	V5D1a	Tjzuf	3.8	464	2
17233	7	HKp74	MmhSe	3.8	113	1
17234	7	l7v5E	qAwDC	3.9	265	3
17235	10	OUdlC	nFLkM	3.9	412	3
17236	2	vfTKg	36aqq	3.5	197	2
17237	20	SbjFu	f5uCP	3.5	290	2
17238	10	0uofM	EWh5f	3.2	441	3
17239	16	B1a3k	PoDQy	3.2	359	3
17240	11	Mv1l9	nuXyV	3.5	85	3
17241	9	E0lM1	qcd4P	3.5	48	1
17242	10	1V7DN	XfDK9	1.3	136	3
17243	3	PZHk3	xaAF7	1.3	477	2
17244	15	YPnfR	5BPJp	1.1	292	1
17245	19	jj7AB	cxKjW	1.1	71	2
17246	7	6XVjW	YqM0q	1.5	237	1
17247	18	TdfcD	BJbv8	1.5	459	3
17248	11	TmmUu	yQxeU	4.2	29	2
17249	3	b2hiL	FJntQ	4.2	253	1
17250	15	8fdVx	8p4nm	1.2	264	1
17251	20	3kVOZ	fEteL	1.2	210	3
17252	10	taBGU	v36Al	2.4	112	3
17253	20	ZwwhH	C2Gd0	2.4	83	1
17254	8	DrDCv	Bpo93	4	261	2
17255	2	GvYBp	97ys1	4	334	1
17256	18	tBiUO	Sv4DC	2.5	379	2
17257	13	2xMjp	jYpaI	2.5	150	3
17258	4	ZSZIG	DWHEf	3.5	465	1
17259	9	bRcx2	JA0k0	3.5	80	1
17260	5	S7PkL	iB3LE	5	176	2
17261	18	zy7BK	J8lAW	5	398	2
17262	1	cwT5W	P1lr8	2.2	302	1
17263	17	tioge	mdfjN	2.2	346	1
17264	16	CdQLH	hqGMf	1.5	103	1
17265	12	w5Dfs	GqmX2	1.5	91	1
17266	12	DqhUU	HtGJ0	4.9	112	2
17267	19	Yq9j3	zB3JH	4.9	433	1
17268	8	a5aMy	3otvw	2.7	425	2
17269	3	shgyY	kIV6W	2.7	245	2
17270	6	PxeXw	aA1Fo	2.1	275	3
17271	18	c36P7	ppLGp	2.1	434	2
17272	4	6HxoW	93DXn	1.2	462	1
17273	15	vpapc	fFCty	1.2	143	1
17274	3	qqb0f	bxmYP	3.3	335	2
17275	7	598EE	xPalk	3.3	46	1
17276	10	xGfUF	YjmZk	4.7	135	3
17277	7	chG1n	Fw5R7	4.7	116	3
17278	5	ehwaa	X4xtl	1.1	83	1
17279	5	4h2JI	tj7LI	1.1	63	3
17280	9	5CWZv	pCDsy	1.2	427	1
17281	12	v0Aqm	HLqm1	1.2	498	1
17282	8	3jmJw	0nuso	2.3	297	2
17283	15	Yk07o	P1TOZ	2.3	405	3
17284	19	cv8OB	MNKQ5	2.2	366	3
17285	16	jhXZ9	GY7JQ	2.2	394	3
17286	2	Tss4l	13Mfe	3.6	391	3
17287	10	xpE3E	pmksr	3.6	190	2
17288	10	PC8hC	TGKxs	4.3	408	3
17289	5	ncBFI	bM274	4.3	186	3
17290	6	CZrz5	ScBwS	1.9	411	2
17291	3	Jc5o4	BhMD7	1.9	369	3
17292	1	Xngli	ow9iA	3.5	124	2
17293	14	VuH4r	xdlsp	3.5	222	1
17294	18	g3Yhj	rOFb6	2.8	461	3
17295	9	N6i5H	XexR2	2.8	333	2
17296	1	f3U1a	9ITFM	1.3	315	3
17297	15	MGGoi	7KiEp	1.3	75	1
17298	4	Rpqy3	G8D7t	2.2	69	3
17299	7	THh0v	fU43s	2.2	457	2
17300	11	aLHpB	X274H	3.9	23	1
17301	9	dEYqx	GQGyT	3.9	379	3
17302	3	19Gqx	PFXFX	2.2	59	1
17303	11	3Y7KT	4kpcO	2.2	496	2
17304	4	gPXNX	6uQH8	2.2	230	3
17305	5	tqqzg	XSSLu	2.2	438	1
17306	3	b5h5g	Ns8t3	2.9	266	1
17307	15	zc9Hd	5IUiA	2.9	227	3
17308	13	UKhpU	bZwtl	2.5	416	2
17309	9	UjJxd	cOt5A	2.5	400	1
17310	8	Cs5E8	ce1nK	1.2	242	1
17311	9	ti6sn	AKAGK	1.2	283	1
17312	19	Tf1cH	TQ4Qk	1.9	318	1
17313	6	WIHeL	Enc3D	1.9	273	2
17314	6	BSEjX	MYujK	1.3	195	2
17315	20	FhK9L	Q3dT9	1.3	446	1
17316	18	6S38B	LkUci	4.8	207	2
17317	17	D7kTV	jf7g0	4.8	96	3
17318	8	F3BUH	MfuGo	1.6	11	2
17319	5	HSpME	T6x1j	1.6	68	3
17320	20	3WdZ4	fyOjZ	2.1	321	1
17321	11	8zUtr	lfj3Y	2.1	60	3
17322	18	oI5WU	04Vvx	1.8	284	1
17323	20	M3PHJ	S1rXT	1.8	196	3
17324	18	NWFBB	6stb1	4.7	201	1
17325	12	5BPvf	c5zRA	4.7	314	3
17326	15	TXLaC	MP6mv	4.9	154	2
17327	12	aZp3e	ehTLk	4.9	121	1
17328	12	pdnJP	ZZTax	3.2	178	2
17329	13	28QBW	3RaRB	3.2	233	3
17330	14	UNq5i	Wb3dU	3.2	267	1
17331	2	cHScn	s3hkh	3.2	29	1
17332	16	NQXZN	l030a	2.6	317	1
17333	6	q7Wet	GRrWZ	2.6	150	1
17334	18	kjdqX	BHbR7	4.7	123	2
17335	18	n2Ps0	LSLsL	4.7	450	3
17336	13	DQ96v	j3i7a	4.9	316	2
17337	12	ECo5v	73sSs	4.9	392	3
17338	1	7FoPJ	m5QmC	4.2	77	1
17339	2	Stnsr	LlUVs	4.2	159	3
17340	17	785WO	eBtYB	1.1	371	1
17341	13	tNflU	z8DD8	1.1	65	1
17342	6	PexN9	qwZpu	4.7	328	3
17343	9	mVUiU	RwLc3	4.7	243	1
17344	17	w57Wd	ga3C5	2.1	125	1
17345	4	twzQM	qcpt2	2.1	383	3
17346	8	bVt7z	lDp4x	1	155	3
17347	2	braC2	069Zr	1	452	2
17348	8	Aoqxj	94R6q	1.9	109	3
17349	15	PQnlf	5lPoL	1.9	270	2
17350	16	Gry7M	RFW2A	4.3	269	3
17351	17	zTuFE	sxpJj	4.3	57	1
17352	20	pDIJ1	qMX2O	2.9	125	3
17353	13	YYNiO	5FscU	2.9	27	1
17354	4	SVlPn	eYVug	2.7	487	2
17355	1	Hoj4g	Lgwdv	2.7	271	3
17356	17	u6lcx	97Vrc	4.8	220	1
17357	12	VVuwH	ECNj7	4.8	494	3
17358	8	W5oFj	6iMrp	3.4	165	1
17359	8	KEGw5	MkeDm	3.4	75	3
17360	12	REsCi	QVejR	1.5	161	3
17361	10	8XVzj	vsldD	1.5	372	2
17362	8	KnH1G	Zf2J7	2.9	183	1
17363	18	w38pg	ANEc7	2.9	238	1
17364	6	oD35y	m4IMf	4.2	480	1
17365	11	UHQgI	83jnq	4.2	481	3
17366	17	FLogE	gNxFW	4.8	63	3
17367	12	rpbrP	8MB57	4.8	151	3
17368	10	OJZaL	TXzvy	4.2	284	1
17369	8	VzMbt	aPAr1	4.2	314	2
17370	2	l3wet	20dgO	1	444	1
17371	15	mYJRf	xj8u5	1	309	1
17372	8	vZ1gh	PMExa	2.3	376	3
17373	2	7ApIE	fAoR5	2.3	464	3
17374	6	cF7B5	DdAZb	4	176	1
17375	19	7NtIx	1OejT	4	168	3
17376	2	8JRvz	s74V1	2	94	1
17377	5	qVpfs	IrZP3	2	303	2
17378	15	Sg2Lo	Ea6kR	1.6	294	1
17379	1	KPLy4	lo1fH	1.6	287	3
17380	17	wGJf0	5bNQl	1.3	80	3
17381	2	gG5mv	bMuJ1	1.3	324	2
17382	8	dlse8	WL9hn	1.6	282	2
17383	2	ZT5V2	OfXO8	1.6	132	1
17384	4	7C2id	nKVjV	3.7	392	3
17385	11	LmcFj	wKzL4	3.7	179	3
17386	1	Rut15	plGKJ	1.5	267	3
17387	9	qcvaC	oMQ25	1.5	174	1
17388	6	nqSPn	EcQQ7	3.5	194	3
17389	4	qBVyG	ZxeZj	3.5	275	3
17390	15	JmRi4	o307Z	4.2	105	1
17391	15	1rmy7	PhymC	4.2	478	3
17392	10	PM3y8	JG3UM	2	198	2
17393	5	72JSg	edTn1	2	428	1
17394	4	keaOG	PyT8S	5	223	3
17395	4	4YNLu	gWIfX	5	388	1
17396	11	7A49X	wHb20	4.8	377	1
17397	5	la6Qa	d7dkl	4.8	286	3
17398	5	IITIm	4iHyA	3.5	114	1
17399	10	vrQ5J	RcALv	3.5	496	3
17400	15	MsAZQ	jaMDf	1.4	26	3
17401	16	fO5mn	z7S9O	1.4	322	1
17402	7	lISAU	FeSG4	4	129	1
17403	11	p8gHJ	hoMHo	4	338	3
17404	16	P54yW	UxJpN	2.4	310	2
17405	5	UtYh5	QTWvv	2.4	318	3
17406	3	BQuQe	ZG5RI	2.3	435	3
17407	20	OjN9X	Igrxe	2.3	242	2
17408	2	fetFH	VmbD6	1.1	357	1
17409	4	4W0HM	0p2VB	1.1	384	3
17410	7	Nkjq1	SNhEm	3	268	2
17411	16	jdpyX	rPJiL	3	401	2
17412	19	uX3Hu	oPna2	3.8	270	1
17413	1	eV2gM	yS8Q5	3.8	136	3
17414	3	IUk5j	mn1V4	1.2	98	1
17415	9	PHc2R	qcmHi	1.2	282	3
17416	13	kjm7I	SSFlm	3.4	11	3
17417	16	TIFVc	j2igk	3.4	13	3
17418	12	rpmKW	KLeXx	1.2	424	1
17419	3	gTPLC	KqvMP	1.2	259	3
17420	7	i5zvn	nxhQH	4.1	66	2
17421	9	CicAR	fHJHR	4.1	82	2
17422	5	zZ0Z2	eg5nP	4.2	318	3
17423	2	2BM7O	2kq2q	4.2	133	3
17424	17	jiueo	dXBuC	3.7	62	2
17425	20	494AP	JHLTk	3.7	212	1
17426	8	kCB2v	4MYLA	4.2	132	3
17427	17	L7PUu	Dx54r	4.2	423	1
17428	12	UCRSa	r7T52	2.4	298	3
17429	3	fTxkz	y2SBL	2.4	136	3
17430	10	G8yws	L1Wkb	1.2	202	1
17431	16	2ey8r	iD4S3	1.2	60	1
17432	19	s1qwd	Eu9TB	4.5	434	2
17433	15	eEoU7	8hkZM	4.5	417	1
17434	6	le5ca	g1ULI	1.6	32	1
17435	17	9Twvk	9FCz9	1.6	84	3
17436	10	W8L55	rRWM5	1.8	72	2
17437	18	i3lAu	Vm9JG	1.8	258	2
17438	9	bHW2r	pcLNb	2.4	221	3
17439	19	sEQOD	jXy0S	2.4	166	2
17440	18	COQHi	NS47I	2.4	32	2
17441	7	w7dtM	swKW4	2.4	297	1
17442	11	mXp56	hntwD	2	313	1
17443	17	GCIZU	JsIbb	2	402	3
17444	11	mKJeE	FRnpT	2.2	204	2
17445	12	o0hT9	sI3mL	2.2	132	1
17446	12	mobsK	cYHAD	2.5	63	3
17447	18	LWppl	EIOdo	2.5	413	3
17448	1	dro4T	AiQds	4.2	268	2
17449	8	SL728	H2bNB	4.2	472	2
17450	17	zQJnJ	4rcjb	1	277	2
17451	3	ay3xt	pwCLG	1	144	3
17452	17	XGNs7	1IH0l	4.9	205	1
17453	2	0smWp	rOyiP	4.9	167	3
17454	18	p53xU	gmQaO	4.5	132	2
17455	12	dZUcE	zKsAv	4.5	292	3
17456	7	9GvED	GxePq	1.4	104	2
17457	11	MEMAC	kNW5c	1.4	210	2
17458	3	ljmxV	JLMEJ	4.6	283	3
17459	19	xk4TX	pBWf6	4.6	97	3
17460	20	zeqaG	zJR2I	3	371	3
17461	5	qjINC	PD86X	3	244	3
17462	4	7rTN6	YyoLc	2.4	82	2
17463	8	ZlKO2	P0aeU	2.4	100	2
17464	11	OdvsY	MpTmD	3	161	3
17465	2	U7Kyp	rD2BW	3	46	3
17466	6	g0ZoJ	jBIq9	4.3	228	1
17467	5	eVt5V	0KCBV	4.3	478	2
17468	6	xHz26	HuKlc	4.6	447	3
17469	5	TUQEg	YGzin	4.6	95	1
17470	9	Kh8uZ	28aHG	3.9	92	3
17471	17	ONqsr	aAeBU	3.9	23	3
17472	4	w77Mj	Qac0E	4.9	327	3
17473	20	DVhUe	c3F74	4.9	442	3
17474	3	gye8T	wb5VI	1.6	250	3
17475	1	AzTDM	Nw7Bw	1.6	334	3
17476	5	QoOvG	xP455	1.6	99	2
17477	13	tbOj4	JhXIG	1.6	224	2
17478	15	TMEWe	Lo4iN	3.2	452	3
17479	7	qrfVA	3VXcg	3.2	242	1
17480	12	SdAVC	yaxoj	2.2	411	1
17481	3	OtwYc	OpCUb	2.2	59	2
17482	1	Vc2ob	BqjIt	3.4	484	1
17483	2	WeYEm	GfhgN	3.4	410	2
17484	12	h2IaP	ctILy	3.5	216	1
17485	3	u0huS	Uf7BX	3.5	350	1
17486	13	TK2Nq	oTZek	1.4	356	3
17487	9	74DCd	K8bbt	1.4	267	2
17488	5	12tCN	pM1L3	1.6	207	1
17489	19	Hbdva	FYeXQ	1.6	142	2
17490	17	2nImN	YEn1J	4.6	47	2
17491	17	OKKTZ	dlPgJ	4.6	197	1
17492	15	6xLtc	KaZg4	4.9	416	1
17493	17	dLPpT	JN8FS	4.9	135	2
17494	16	ozJyZ	mCixs	2.6	475	3
17495	8	ACgJ7	dPGTk	2.6	311	2
17496	4	o7sPE	EAXup	2	189	1
17497	12	st36j	6gi42	2	317	3
17498	3	8mtHa	gdk2O	2.6	200	3
17499	5	YgXms	rAlXR	2.6	165	2
17500	16	c7AFN	VjdYQ	3.4	374	2
17501	2	4oEBZ	4zBLP	3.4	139	2
17502	7	yT6tr	jUuSW	3.8	143	3
17503	2	03u53	aJHDl	3.8	202	2
17504	8	Itad2	3bLy7	2.6	275	1
17505	1	rWVh3	QQp3b	2.6	310	2
17506	16	gPlW7	SmXqD	4.8	69	2
17507	1	X35TE	ZJ6yq	4.8	465	2
17508	12	rpUb9	9bqAG	1.4	154	1
17509	20	VL7ye	Mg2Cf	1.4	252	2
17510	12	Oee5L	5981W	4.4	416	2
17511	13	g6ooH	HS6NB	4.4	394	1
17512	7	SLH2u	imKbw	1.7	32	3
17513	6	7X5Kn	fUzbJ	1.7	345	1
17514	3	nZfog	juBrK	5	423	3
17515	4	pIZSZ	6tibi	5	493	3
17516	19	vq12p	xi4eg	1.2	491	3
17517	19	bwTdG	PIc0I	1.2	37	3
17518	20	35M2c	jPhki	1.1	47	3
17519	12	4GFhc	3CMhR	1.1	317	1
17520	2	MYXEF	i8ddw	3.7	308	3
17521	1	DEzlv	3tCgX	3.7	389	2
17522	3	yw1vF	k6Z1Q	1.1	362	2
17523	7	UhnRj	kXG4T	1.1	54	3
17524	13	FuPSf	n0owG	3.8	146	1
17525	2	M4auR	npzvV	3.8	362	1
17526	10	D71vK	lEuOL	3.3	106	1
17527	2	h2cCG	qF0bj	3.3	413	2
17528	8	F2dxa	r0WJ6	4.1	313	2
17529	6	0PWEW	xJVr3	4.1	57	3
17530	5	k99YG	7empZ	4.8	147	2
17531	8	Q52Qb	UgsnT	4.8	75	3
17532	17	7ykc5	dCNMH	2.2	287	1
17533	9	1VejU	bXOGq	2.2	109	2
17534	11	1KiKK	E4kfP	1.4	339	3
17535	14	X2cb0	rjxU4	1.4	82	1
17536	2	nPiJ8	1D95X	1.8	90	2
17537	1	hD9Wa	djzkI	1.8	421	2
17538	12	KgwLO	0RYOk	3.6	72	1
17539	13	ERugw	s7sNZ	3.6	51	1
17540	11	3ZU21	PJHzi	3.1	335	3
17541	18	HkWW0	Fumv6	3.1	223	1
17542	8	ZjVBy	IBkv0	4.2	310	2
17543	6	QPRG8	jYOY4	4.2	260	3
17544	13	tL6kj	Hd0uD	4.7	353	3
17545	11	Ff2nG	9ahS2	4.7	378	2
17546	10	zOQ1p	xEQ0h	4.3	389	2
17547	14	vobuq	3co9E	4.3	101	1
17548	3	5COky	i2IoF	2.5	172	3
17549	7	DU5vG	YwJyB	2.5	449	3
17550	7	16Itw	MmwwR	3	294	1
17551	13	yqGHi	EPRCx	3	19	3
17552	13	qHnLf	Uo4bY	1.2	409	2
17553	13	albk1	L5pZT	1.2	339	3
17554	14	krUpC	rFqR4	2	254	3
17555	8	E9Epu	WgWn4	2	61	1
17556	9	aBWzY	17l8u	1.9	468	2
17557	16	S0ZM6	wsXGP	1.9	276	1
17558	19	173xP	W7tUK	1.1	111	3
17559	1	Vounm	Ku9EE	1.1	37	2
17560	6	D8HSB	MBjGz	4.9	439	3
17561	9	Fj8LC	LszCI	4.9	149	3
17562	16	yc3a4	8NvHK	3.9	160	3
17563	20	veGaY	fuoFh	3.9	294	2
17564	3	ItBXg	Ew5Nz	4.7	461	1
17565	17	OmMEb	nqI1A	4.7	348	2
17566	5	InEdF	UkCzG	3.8	429	3
17567	9	SnFIr	eLZah	3.8	59	3
17568	1	F0SmE	ZMUa0	2.9	109	2
17569	11	zLCEY	bevH0	2.9	349	1
17570	15	PHfBv	T2Sgv	4.3	341	3
17571	20	zV7IX	hwGJj	4.3	477	3
17572	16	oviVL	DAui4	3.1	480	2
17573	9	dt3Db	Uaoks	3.1	94	3
17574	19	2Wsml	e1wnA	4.5	305	1
17575	8	lBIYZ	LLlsM	4.5	496	1
17576	5	dvnPg	Ir0IO	1.4	199	2
17577	4	3vyU6	N0Lki	1.4	252	1
17578	3	SAYPo	L4vez	1.4	192	3
17579	8	7LVfJ	Hon1d	1.4	287	1
17580	17	JaSON	alg6z	4.9	49	1
17581	5	Lrut1	Yr3ky	4.9	330	1
17582	10	CcNu3	UaWxw	2.8	53	2
17583	9	okySe	lQ5sO	2.8	37	3
17584	14	hHsPo	gmjPb	2.2	326	3
17585	10	GfV57	rG68u	2.2	333	3
17586	10	FyZjy	dq6dr	4.8	451	2
17587	12	RhPKA	2oLhs	4.8	289	3
17588	1	bG8MZ	Q0B89	1.4	324	2
17589	2	mb0MS	KHEIy	1.4	165	3
17590	12	w7bF9	hpik2	4	316	3
17591	17	1vvfE	0PRml	4	75	1
17592	20	78TRs	RekD9	3	306	3
17593	19	XQA1Z	uxr1q	3	69	2
17594	13	IRwdF	ybZMO	1.7	186	3
17595	11	VaFyZ	CxSGz	1.7	74	1
17596	7	46Ffo	limx0	3.8	108	1
17597	11	iCkcn	qABxj	3.8	14	3
17598	16	RO1jR	tWZsn	4.4	425	3
17599	19	Sznjg	iTskt	4.4	83	2
17600	18	nZ0QB	dKQJB	3	181	1
17601	4	y53gY	Xa6EW	3	422	3
17602	19	F2oHl	DeXgD	4.9	242	1
17603	4	5lzEo	pHx8V	4.9	189	2
17604	10	Xa7VW	BZePP	4.6	133	2
